Target_Offset_km_s,Control_Offset_km_s
-287.9886063455104,602.3044810486043
-18.894279898213192,620.8583202888262
340.36664945581185,561.5794960565948
340.359599761238,635.876132510152
306.3828269616729,542.5796846365944
341.2095280911232,569.6009511731502
-154.0326137713886,606.2359715235744
-151.18651044301976,657.6685063614501
-162.29315602235897,603.951015335572
-122.50095233351524,623.9320770796862
-287.1839789396498,618.2355697147296
348.1166599417085,645.003181988229
-284.30456033589974,608.1157473781869
-286.22843830313457,-118.27957396958257
-275.08966822737943,-635.3152600411395
-259.1890547410196,601.3617854313301
-276.7846032608129,618.0396171729599
-127.35981740972325,577.8079830955342
27.210570133430636,615.9119472378313
-344.7267194434982,602.7018345298919
-147.48265294255668,627.8038579177198
-19.97975315551764,635.4273450838833
621.3220334633558,471.93174820136136
-102.36749242098081,489.551921348818
-238.18328043168887,-244.71448209640147
-214.5591488324317,636.5984021940176
-229.713819886886,647.2569018636259
-246.44487404208945,653.3331741251051
-247.26430056908038,612.6105471459354
-231.66927774600666,537.2660800597549
-222.80348941661964,519.1949944979461
-240.54208061694186,618.4028727794399
-231.27118120667654,545.0091133142034
-249.7760164425532,504.32651583340305
-236.48382206288196,520.4126302250198
-238.48601397930688,425.9648074984615
-346.92088091781017,623.1297788269031
-305.8789852432231,579.2571334357242
-327.74179777381926,615.2850883010007
-112.53927509258676,659.3285369579097
-282.3215704115645,654.1095465086881
-216.9951101833867,511.26131363910224
-322.8492993754055,629.6960789751469
-221.94625448116128,650.0085539621238
-275.4084821475923,505.4539237516187
-292.92588873295415,536.9432168114411
-326.0719124516319,606.0950476036735
-341.72812172509,408.7554516642642
-340.67798214130386,573.290278370189
-290.4609938790806,522.2033853718734
-142.94746155883232,602.8538746218289
-263.6452816866767,609.2761796878855
-17.587132656693488,591.218520942239
-61.78440624352555,448.12173688673573
-29.14009925325743,648.1061783652582
-148.14775278686204,632.4250911462102
-222.49054382277572,581.3488331063058
-241.0554073513137,614.5715364540298
-6.787221295518118,647.2414322222008
-260.4103278853997,365.09936859238354
-264.2880505837158,413.69282561301105
-279.1685640272527,621.2559595007609
-277.91613196563515,539.7747231503383
-267.2379074096255,603.8029963952292
-261.41594542472063,603.085191767868
-233.5880345405256,556.4760708008372
-204.6360046886179,647.9376062826954
-203.5297521206327,616.087735045737
-149.8047964540806,644.2483986287317
-162.87989501671873,631.4089199514729
-105.05586050790073,534.304345916366
-93.35357647877355,660.3630346728553
-263.50597157590687,640.2865208994293
-264.46740936958895,569.2538942826435
-315.20123981474745,609.599893506224
-254.19474302185372,-664.5105772823118
-280.58737275854395,-480.7541452013359
-151.53163196159568,646.7355298096567
-170.46232776654813,660.2855527083813
-135.16531622791825,5.936196453946777
35.856159756465864,-334.7604624561824
26.482706346414716,-413.4614054046377
-112.16282410352935,-641.656686030099
-163.2323023819954,652.8411297471956
-211.77080566282376,627.4574359772752
625.6062271744112,437.8104430644969
